,purchase_date,item_name,item_price,customer_name
1631,2019-03-26 14:22:00,상품D,400.0,김서진
2213,2019-05-25 00:54:00,상품E,500.0,김강현
2273,2019-06-27 00:16:00,상품E,500.0,김은찬
1012,2019-05-10 18:16:00,상품E,500.0,김규민
206,2019-02-20 23:12:00,상품E,,김시온
314,2019-02-07 18:59:00,상품E,500.0,김서율
2771,2019-05-04 23:23:00,상품E,,김태경
1468,2019-04-20 19:10:00,상품E,500.0,김서진
503,2019-04-18 16:31:00,상품E,500.0,김태민
1803,2019-04-20 05:17:00,상품E,500.0,김태훈
2786,2019-01-19 03:30:00,상품E,,김승빈
1007,2019-03-19 12:23:00,상품E,500.0,김건우
515,2019-04-26 23:57:00,상품E,500.0,김성훈
2054,2019-01-06 10:57:00,상품E,500.0,김정민
282,2019-06-10 00:34:00,상품E,500.0,김우진
369,2019-02-16 16:28:00,상품E,,김지후
2181,2019-05-22 23:12:00,상품E,500.0,김시율
1573,2019-04-09 02:56:00,상품E,,김민규
1793,2019-06-06 21:19:00,상품E,500.0,김성민
2903,2019-02-04 08:57:00,상품E,500.0,김지훈
2577,2019-06-09 19:22:00,상품E,500.0,김민석
1295,2019-04-14 23:36:00,상품E,500.0,김정훈
2760,2019-05-09 18:06:00,상품E,500.0,김현승
316,2019-04-06 08:13:00,상품E,500.0,김유진
93,2019-03-10 11:36:00,상품E,500.0,김하진
1463,2019-01-14 06:57:00,상품E,500.0,김시온
1248,2019-07-17 13:07:00,상품E,500.0,김도현
2271,2019-06-13 23:31:00,상품E,500.0,김영준
264,2019-02-20 16:18:00,상품E,500.0,김하랑
534,2019-01-27 21:30:00,상품E,,김재호
536,2019-02-12 14:31:00,상품E,500.0,김재현
1864,2019-04-05 21:45:00,상품E,500.0,김민재
1612,2019-02-06 19:53:00,상품E,500.0,김승우
322,2019-07-11 09:07:00,상품E,500.0,김현서
729,2019-07-11 04:31:00,상품E,,김태영
2169,2019-01-11 00:07:00,상품E,500.0,김찬영
2375,2019-05-28 04:03:00,상품E,500.0,김하윤
2034,2019-04-03 10:25:00,상품E,500.0,김은호
2812,2019-02-20 19:40:00,상품E,500.0,김하랑
2807,2019-07-31 07:59:00,상품E,500.0,김지성
1077,2019-07-04 07:31:00,상품E,500.0,김시율
2408,2019-01-19 08:20:00,상품E,500.0,김도윤
2589,2019-01-28 14:03:00,상품E,500.0,김지우
2157,2019-05-27 11:57:00,상품E,500.0,김수현
2590,2019-05-30 23:06:00,상품E,500.0,김주한
924,2019-05-21 03:34:00,상품E,500.0,김성민
1082,2019-06-07 00:56:00,상품E,500.0,김윤성
260,2019-07-17 00:32:00,상품E,500.0,정우석
1068,2019-05-14 01:28:00,상품E,500.0,김서후
794,2019-04-19 05:01:00,상품E,500.0,김유찬
1779,2019-01-26 06:49:00,상품E,500.0,김은찬
491,2019-01-07 23:04:00,상품E,500.0,김재민
2656,2019-05-08 15:55:00,상품E,500.0,김지혁
92,2019-04-08 15:06:00,상품E,500.0,김지운
750,2019-03-18 15:55:00,상품E,500.0,김경민
157,2019-05-20 03:55:00,상품E,500.0,김연호
2433,2019-06-12 01:12:00,상품E,500.0,김재원
1914,2019-02-11 15:23:00,상품E,,김현수
875,2019-04-12 06:04:00,상품E,500.0,김예찬
1888,2019-04-06 10:50:00,상품E,500.0,김성현
904,2019-07-20 17:48:00,상품E,500.0,김동하
2012,2019-04-15 08:24:00,상품E,500.0,김도하
2362,2019-01-09 13:57:00,상품E,500.0,김준우
2474,2019-03-19 20:34:00,상품E,500.0,김현준
2595,2019-01-16 23:41:00,상품E,500.0,김이준
762,2019-03-03 02:11:00,상품E,500.0,김시온
576,2019-02-04 22:08:00,상품E,500.0,김민준
444,2019-02-09 03:38:00,상품E,500.0,김태인
2138,2019-05-06 12:04:00,상품E,500.0,김시완
1901,2019-06-19 08:33:00,상품E,500.0,김태민
402,2019-07-10 20:31:00,상품E,500.0,김승윤
752,2019-03-08 02:15:00,상품E,500.0,김은율
1640,2019-04-10 15:59:00,상품E,500.0,김건희
1540,2019-07-17 06:52:00,상품E,500.0,김지완
407,2019-05-04 13:56:00,상품E,500.0,김재민
1541,2019-06-29 02:44:00,상품E,500.0,김민석
1717,2019-07-25 06:30:00,상품E,500.0,김민우
1403,2019-01-06 13:02:00,상품E,,김예준
1537,2019-07-06 23:37:00,상품E,500.0,김은호
180,2019-03-02 15:38:00,상품E,500.0,김시율
654,2019-02-03 02:15:00,상품E,500.0,김건우
421,2019-05-31 20:07:00,상품E,500.0,김경민
1352,2019-05-15 08:27:00,상품E,500.0,김도하
2626,2019-05-08 13:22:00,상품E,500.0,김도윤
2069,2019-04-15 12:35:00,상품E,500.0,김도율
1155,2019-01-09 07:07:00,상품E,500.0,김현석
2322,2019-02-20 11:21:00,상품E,,김건우
1650,2019-06-23 19:33:00,상품E,500.0,김준석
1169,2019-05-26 21:14:00,상품E,500.0,김재윤
187,2019-01-15 05:27:00,상품E,500.0,김강민
779,2019-01-26 23:24:00,상품E,500.0,김주원
1938,2019-02-10 13:29:00,상품E,,김민준
1528,2019-01-01 13:11:00,상품E,500.0,김은율
2678,2019-03-08 03:25:00,상품E,500.0,김시호
1677,2019-01-20 08:56:00,상품E,,김윤찬
427,2019-06-27 02:49:00,상품E,500.0,김승후
2941,2019-01-30 01:10:00,상품E,,김동현
2338,2019-05-22 23:30:00,상품E,500.0,김태민
826,2019-06-28 02:25:00,상품E,500.0,김서준
2705,2019-04-17 11:14:00,상품E,500.0,김유찬
36,2019-07-27 00:08:00,상품E,500.0,김지율
1672,2019-06-16 17:53:00,상품E,500.0,김재혁
2616,2019-03-22 12:50:00,상품E,500.0,김태훈
1675,2019-02-24 02:46:00,상품E,500.0,김승주
2621,2019-04-28 13:43:00,상품E,500.0,김은호
1653,2019-02-14 13:40:00,상품E,500.0,김재민
535,2019-07-21 00:26:00,상품F,600.0,김재영
615,2019-07-24 18:54:00,상품F,600.0,김정후
474,2019-04-13 11:21:00,상품F,600.0,김정원
1557,2019-03-17 03:14:00,상품F,600.0,김윤찬
2556,2019-07-05 06:54:00,상품F,,김승원
2178,2019-04-01 17:34:00,상품F,,김범준
631,2019-01-26 02:15:00,상품F,600.0,김지혁
1554,2019-04-12 14:43:00,상품F,600.0,김진우
77,2019-02-19 16:59:00,상품F,,김주혁
610,2019-01-06 13:59:00,상품F,,김우준
604,2019-02-09 22:34:00,상품F,600.0,김서윤
605,2019-05-17 12:40:00,상품F,600.0,김정민
138,2019-03-14 13:47:00,상품F,600.0,김연호
2925,2019-06-21 03:33:00,상품F,600.0,김시훈
1733,2019-03-03 06:40:00,상품F,,김찬우
694,2019-05-15 00:04:00,상품F,600.0,김시율
2353,2019-06-26 21:08:00,상품F,600.0,김서진
2364,2019-03-16 22:24:00,상품F,,김시완
1894,2019-02-11 02:25:00,상품F,600.0,김재원
2419,2019-04-05 05:12:00,상품F,600.0,김준석
43,2019-07-25 00:59:00,상품F,600.0,김시윤
227,2019-01-09 20:10:00,상품F,600.0,김찬영
1125,2019-06-19 19:11:00,상품F,600.0,김현서
2360,2019-06-23 11:46:00,상품F,,김우주
2833,2019-03-09 23:48:00,상품F,600.0,김우빈
1722,2019-03-24 10:01:00,상품F,,김준혁
1908,2019-03-17 17:05:00,상품F,600.0,김동욱
262,2019-01-02 00:09:00,상품F,600.0,김재영
275,2019-01-02 01:22:00,상품F,600.0,김찬우
263,2019-04-07 22:23:00,상품F,600.0,김시온
1490,2019-03-23 01:42:00,상품F,600.0,김시온
1441,2019-03-18 13:47:00,상품F,600.0,김성빈
1911,2019-02-08 18:48:00,상품F,,김시우
2078,2019-03-23 15:22:00,상품F,,김윤우
446,2019-05-11 18:02:00,상품F,600.0,김은성
2956,2019-05-25 21:25:00,상품F,600.0,김하윤
2127,2019-04-01 04:22:00,상품F,,김현석
2921,2019-03-07 22:46:00,상품F,600.0,김서진
598,2019-06-09 00:49:00,상품F,600.0,김상현
591,2019-04-09 19:25:00,상품F,600.0,김진우
2145,2019-05-21 07:39:00,상품F,,김우영
685,2019-03-29 13:36:00,상품F,600.0,김재민
1520,2019-07-07 07:15:00,상품F,600.0,김준석
556,2019-06-22 11:14:00,상품F,600.0,김재원
1418,2019-04-24 10:56:00,상품F,600.0,김현승
2546,2019-07-31 04:22:00,상품F,600.0,김승재
2172,2019-07-27 12:07:00,상품F,600.0,김수호
2249,2019-06-12 08:17:00,상품F,600.0,김찬영
592,2019-01-14 00:48:00,상품F,,김성훈
1526,2019-02-15 04:36:00,상품F,600.0,김준석
270,2019-07-14 05:18:00,상품F,600.0,김재준
2954,2019-02-21 19:17:00,상품F,600.0,김재민
2262,2019-05-22 17:28:00,상품F,600.0,김주영
529,2019-01-03 05:44:00,상품F,600.0,김대현
2112,2019-06-02 02:06:00,상품F,600.0,김지용
261,2019-07-27 01:27:00,상품F,600.0,김지혁
2170,2019-03-23 15:09:00,상품F,600.0,김도윤
2536,2019-07-10 02:52:00,상품F,600.0,김주영
2927,2019-02-07 17:29:00,상품F,600.0,김현승
2257,2019-07-14 17:21:00,상품F,600.0,김찬우
291,2019-01-20 22:25:00,상품F,600.0,김민혁
1918,2019-05-01 16:16:00,상품F,600.0,김윤찬
449,2019-07-13 15:36:00,상품F,600.0,김동건
348,2019-03-22 03:37:00,상품F,600.0,김성윤
2410,2019-03-09 08:36:00,상품F,600.0,김성민
1073,2019-04-26 02:01:00,상품F,600.0,김정민
1075,2019-06-11 00:58:00,상품F,600.0,김지민
1767,2019-04-17 21:19:00,상품F,600.0,김라온
48,2019-03-10 15:16:00,상품F,600.0,김서후
2756,2019-07-06 17:43:00,상품F,600.0,김정민
389,2019-02-15 16:08:00,상품F,600.0,김지안
798,2019-01-15 08:30:00,상품F,600.0,김승찬
409,2019-04-18 22:43:00,상품F,600.0,김동우
767,2019-05-13 13:19:00,상품F,600.0,김지환
430,2019-06-26 21:50:00,상품F,,김성훈
2053,2019-05-08 02:35:00,상품F,600.0,김성현
1237,2019-05-15 21:18:00,상품F,600.0,김현민
944,2019-04-12 12:13:00,상품F,600.0,김주한
2508,2019-01-19 04:04:00,상품F,600.0,김은혁
1300,2019-06-01 10:43:00,상품F,600.0,김태준
761,2019-03-03 18:09:00,상품F,,김승후
1636,2019-03-07 23:51:00,상품F,600.0,김시율
2457,2019-01-14 04:37:00,상품F,600.0,김재준
2673,2019-04-01 02:12:00,상품F,600.0,김다온
1211,2019-07-02 00:59:00,상품F,600.0,김서준
2030,2019-05-09 15:45:00,상품F,600.0,김지환
1989,2019-03-20 21:37:00,상품F,600.0,김성윤
1252,2019-02-11 17:50:00,상품F,600.0,김우찬
2307,2019-02-07 04:10:00,상품F,600.0,김재희
1643,2019-03-13 04:51:00,상품F,600.0,김동건
177,2019-06-03 05:10:00,상품F,600.0,김태경
1665,2019-04-01 03:08:00,상품F,600.0,김세현
2509,2019-02-14 07:31:00,상품F,,김민준
193,2019-03-30 07:38:00,상품F,,김재혁
2396,2019-03-12 03:30:00,상품F,600.0,김윤재
1061,2019-06-07 18:31:00,상품F,600.0,김성현
2758,2019-04-19 00:40:00,상품F,600.0,김태훈
99,2019-02-12 11:30:00,상품F,600.0,김현서
1163,2019-05-27 06:43:00,상품F,600.0,김성현
415,2019-05-26 09:38:00,상품F,,김현승
1180,2019-03-20 07:41:00,상품F,600.0,김현서
237,2019-01-16 22:41:00,상품F,600.0,김우찬
340,2019-06-29 04:47:00,상품F,600.0,김우주
2342,2019-05-25 11:11:00,상품F,600.0,김도현
2700,2019-06-29 09:21:00,상품F,600.0,정준기
1673,2019-02-24 21:25:00,상품F,600.0,김재훈
422,2019-01-27 19:27:00,상품F,600.0,김윤우
2417,2019-05-25 05:46:00,상품F,600.0,김성현
55,2019-03-12 06:07:00,상품F,600.0,김도원
192,2019-03-03 06:14:00,상품F,,김대현
1933,2019-06-07 22:56:00,상품F,600.0,김민재
1018,2019-06-04 03:45:00,상품F,600.0,김유찬
1880,2019-01-26 21:18:00,상품F,600.0,김시율
1057,2019-07-18 01:20:00,상품F,600.0,김은성
1043,2019-02-15 07:04:00,상품F,600.0,김우현
977,2019-01-02 19:30:00,상품F,600.0,김승유
979,2019-06-06 11:21:00,상품F,600.0,김재혁
208,2019-05-04 18:47:00,상품F,600.0,김건우
970,2019-05-16 05:00:00,상품F,600.0,김하랑
1800,2019-07-23 18:13:00,상품F,600.0,김준성
1010,2019-04-20 06:31:00,상품F,600.0,김지율
988,2019-04-13 21:53:00,상품F,600.0,김하윤
1821,2019-05-31 09:44:00,상품F,600.0,김승원
1060,2019-03-06 07:53:00,상품F,600.0,김태민
377,2019-07-30 15:55:00,상품F,600.0,김주혁
2769,2019-03-31 18:38:00,상품F,600.0,김우주
682,2019-03-01 23:35:00,상품G,700.0,김도하
1570,2019-07-16 05:40:00,상품G,700.0,김예찬
690,2019-04-12 03:49:00,상품G,700.0,김시호
1254,2019-03-27 23:07:00,상품G,,김승호
312,2019-02-06 00:15:00,상품G,700.0,김태경
21,2019-06-10 19:07:00,상품G,700.0,김승유
313,2019-03-30 08:56:00,상품G,700.0,김성훈
1574,2019-01-13 20:42:00,상품G,700.0,김우현
2907,2019-02-28 14:21:00,상품G,700.0,김원준
2077,2019-02-11 13:41:00,상품G,,김지율
1021,2019-05-08 18:42:00,상품G,700.0,김지용
1455,2019-07-09 16:35:00,상품G,700.0,정우석
1132,2019-05-09 10:31:00,상품G,700.0,김정민
1806,2019-03-26 20:44:00,상품G,700.0,김현서
713,2019-05-03 09:15:00,상품G,700.0,김라온
1561,2019-04-18 01:22:00,상품G,700.0,김지안
2645,2019-07-09 04:01:00,상품G,700.0,김윤재
1587,2019-03-26 15:08:00,상품G,700.0,김성윤
2647,2019-03-01 21:42:00,상품G,,김수호
2739,2019-01-04 08:56:00,상품G,700.0,김시윤
1805,2019-04-24 03:18:00,상품G,700.0,김원준
723,2019-04-30 15:25:00,상품G,700.0,김유준
2430,2019-05-23 14:17:00,상품G,700.0,김지완
2571,2019-05-11 21:09:00,상품G,700.0,김지오
573,2019-05-08 09:27:00,상품G,700.0,김윤재
657,2019-02-24 05:24:00,상품G,700.0,김재원
367,2019-05-29 03:26:00,상품G,700.0,김도경
1648,2019-01-28 02:02:00,상품G,700.0,김지안
2083,2019-04-02 08:23:00,상품G,700.0,김도영
1836,2019-04-13 08:35:00,상품G,700.0,김현석
2149,2019-06-27 14:39:00,상품G,700.0,김승호
2021,2019-06-20 17:29:00,상품G,700.0,김동건
2887,2019-04-02 15:42:00,상품G,700.0,김주환
1991,2019-05-22 05:03:00,상품G,700.0,김하준
2188,2019-06-21 07:41:00,상품G,700.0,김준호
2153,2019-06-18 17:00:00,상품G,700.0,김재영
2148,2019-05-25 01:18:00,상품G,700.0,김성현
1874,2019-05-25 02:11:00,상품G,700.0,김재현
1550,2019-02-25 13:07:00,상품G,700.0,김현서
645,2019-06-04 10:28:00,상품G,700.0,김선우
1246,2019-06-14 15:46:00,상품G,,김우영
980,2019-07-11 02:59:00,상품G,700.0,김재준
2320,2019-03-19 21:24:00,상품G,700.0,김윤서
1436,2019-04-23 02:16:00,상품G,700.0,김시현
1051,2019-01-05 23:39:00,상품G,700.0,김정민
2984,2019-03-06 06:16:00,상품G,700.0,김승호
2891,2019-02-13 07:01:00,상품G,700.0,김성민
1475,2019-02-12 14:02:00,상품G,700.0,김재훈
1341,2019-07-25 12:14:00,상품G,700.0,김이안
2096,2019-05-15 00:41:00,상품G,,김규민
2097,2019-07-29 14:48:00,상품G,700.0,김주현
2934,2019-02-14 05:43:00,상품G,700.0,김우주
1335,2019-05-31 00:46:00,상품G,700.0,김원준
2772,2019-01-21 10:47:00,상품G,700.0,정우석
139,2019-05-23 00:15:00,상품G,700.0,김상현
1400,2019-07-10 13:03:00,상품G,700.0,김민건
2350,2019-06-26 17:47:00,상품G,700.0,김준후
928,2019-03-11 01:07:00,상품G,700.0,김승우
2158,2019-07-23 06:28:00,상품G,700.0,김은성
350,2019-07-09 21:51:00,상품G,,김건희
595,2019-05-05 10:03:00,상품G,700.0,김수호
336,2019-03-15 10:06:00,상품G,700.0,김이준
2804,2019-06-29 01:51:00,상품G,700.0,김지우
2067,2019-03-11 16:01:00,상품G,,김재윤
2256,2019-07-29 08:59:00,상품G,,김예성
1671,2019-05-26 10:25:00,상품G,700.0,김도영
2695,2019-02-17 11:12:00,상품G,,김재영
1769,2019-06-17 01:34:00,상품G,,김시환
2945,2019-04-20 01:05:00,상품G,700.0,김재훈
1355,2019-01-09 16:23:00,상품G,700.0,김지후
1358,2019-07-18 22:03:00,상품G,700.0,김현성
1220,2019-01-26 12:39:00,상품G,700.0,김재준
1062,2019-07-31 12:08:00,상품G,700.0,김준서
1986,2019-05-08 23:03:00,상품G,700.0,김서윤
1854,2019-07-31 16:26:00,상품G,700.0,김민호
201,2019-02-10 03:09:00,상품G,700.0,김주현
1351,2019-01-31 17:57:00,상품G,700.0,김지민
2690,2019-04-24 12:55:00,상품G,700.0,김재희
335,2019-05-12 06:18:00,상품G,,김시훈
2103,2019-05-12 21:12:00,상품G,700.0,김지한
2146,2019-03-22 13:03:00,상품G,700.0,김지혁
846,2019-07-07 20:15:00,상품G,700.0,김민찬
959,2019-02-23 07:32:00,상품G,,김우진
539,2019-04-21 20:54:00,상품G,700.0,김하랑
366,2019-06-23 15:08:00,상품G,700.0,김도원
442,2019-06-24 13:52:00,상품G,700.0,김재윤
149,2019-06-23 09:42:00,상품G,700.0,김태경
2749,2019-06-21 21:43:00,상품G,700.0,김도하
2102,2019-01-21 17:56:00,상품G,700.0,김하민
1256,2019-04-02 15:20:00,상품G,700.0,김도하
2323,2019-03-25 20:28:00,상품G,700.0,김정훈
2456,2019-03-18 21:10:00,상품G,700.0,김하윤
265,2019-07-15 15:09:00,상품G,700.0,김윤재
616,2019-05-19 15:54:00,상품G,700.0,김지후
815,2019-07-05 08:44:00,상품G,700.0,김준희
1771,2019-07-17 05:37:00,상품G,700.0,김수혁
2033,2019-07-20 14:06:00,상품G,700.0,김하랑
124,2019-07-24 14:59:00,상품G,700.0,김태경
1375,2019-01-16 21:00:00,상품G,,김정현
337,2019-05-15 16:34:00,상품G,700.0,김민규
1699,2019-04-02 23:57:00,상품G,700.0,김재우
1865,2019-04-15 01:49:00,상품G,700.0,김현성
831,2019-05-12 14:43:00,상품G,700.0,김민서
1380,2019-05-04 05:54:00,상품G,,김윤성
338,2019-02-01 11:42:00,상품G,700.0,김유빈
2703,2019-02-15 01:45:00,상품G,700.0,김시환
2117,2019-02-18 16:24:00,상품G,700.0,김준석
2114,2019-01-14 03:45:00,상품G,700.0,김준서
2704,2019-05-30 04:53:00,상품G,700.0,김준후
159,2019-06-19 11:12:00,상품G,700.0,김수호
1997,2019-01-21 22:18:00,상품H,800.0,김현수
809,2019-01-20 10:07:00,상품H,800.0,김지안
2878,2019-07-17 01:39:00,상품H,800.0,김지혁
2016,2019-01-27 22:04:00,상품H,800.0,김지용
1983,2019-05-04 03:50:00,상품H,800.0,김주영
1982,2019-04-09 01:30:00,상품H,800.0,김지오
633,2019-03-27 16:08:00,상품H,800.0,김현승
1347,2019-02-28 13:56:00,상품H,800.0,김준후
1364,2019-07-22 01:52:00,상품H,800.0,김하진
1990,2019-01-19 04:47:00,상품H,,김승원
755,2019-05-18 19:13:00,상품H,800.0,김동현
2863,2019-01-25 23:42:00,상품H,,김재우
2095,2019-02-24 22:04:00,상품H,800.0,김유빈
2631,2019-03-06 03:59:00,상품H,800.0,김도현
2952,2019-02-21 17:39:00,상품H,800.0,김승준
749,2019-06-04 17:12:00,상품H,800.0,김정훈
2251,2019-05-29 12:43:00,상품H,800.0,김하랑
2479,2019-07-26 05:50:00,상품H,800.0,김승빈
345,2019-03-12 16:21:00,상품H,800.0,김수현
1242,2019-02-08 16:06:00,상품H,800.0,김하람
1378,2019-03-30 07:28:00,상품H,800.0,김성준
2721,2019-07-17 23:10:00,상품H,800.0,김승훈
1165,2019-04-24 22:09:00,상품H,800.0,김태준
2847,2019-07-04 15:15:00,상품H,,김현준
1239,2019-06-13 02:52:00,상품H,800.0,김은혁
1569,2019-07-04 14:46:00,상품H,800.0,김정현
311,2019-03-07 00:57:00,상품H,800.0,김준석
1558,2019-07-11 09:59:00,상품H,800.0,김도영
2659,2019-01-20 21:31:00,상품H,800.0,김재현
65,2019-03-28 07:57:00,상품H,800.0,정준기
398,2019-03-17 17:12:00,상품H,800.0,김민기
668,2019-04-08 10:11:00,상품H,800.0,김유진
2825,2019-03-14 05:32:00,상품H,800.0,김현서
1593,2019-05-16 00:55:00,상품H,800.0,김시윤
1270,2019-07-09 19:18:00,상품H,800.0,김승찬
94,2019-03-19 10:16:00,상품H,800.0,김성민
1124,2019-04-10 19:08:00,상품H,,김세현
1146,2019-06-22 00:59:00,상품H,800.0,김승후
2428,2019-01-13 19:34:00,상품H,800.0,김찬영
2093,2019-05-08 12:46:00,상품H,800.0,김시온
2242,2019-07-02 21:38:00,상품H,800.0,김윤호
2240,2019-06-13 05:05:00,상품H,800.0,김우찬
2917,2019-01-13 19:15:00,상품H,800.0,김현승
1905,2019-02-15 12:25:00,상품H,800.0,김재현
2538,2019-07-04 17:34:00,상품H,800.0,정준기
1392,2019-04-16 01:17:00,상품H,800.0,김유준
1503,2019-02-10 16:36:00,상품H,800.0,김정훈
2236,2019-05-29 14:18:00,상품H,800.0,김범준
1713,2019-02-06 14:09:00,상품H,800.0,김강현
1564,2019-02-07 13:58:00,상품H,800.0,김현승
1296,2019-06-10 22:37:00,상품H,800.0,김민건
1731,2019-05-25 03:00:00,상품H,800.0,김지환
863,2019-05-14 00:57:00,상품H,800.0,김세현
1395,2019-07-23 23:43:00,상품H,800.0,김예성
814,2019-04-07 12:49:00,상품H,800.0,김지환
608,2019-02-26 10:43:00,상품H,800.0,김도윤
1027,2019-03-08 22:27:00,상품H,800.0,김서율
2784,2019-01-07 13:36:00,상품H,800.0,김민석
2783,2019-06-29 06:03:00,상품H,800.0,김지안
2200,2019-02-08 11:02:00,상품H,800.0,김연준
1023,2019-06-25 22:45:00,상품H,800.0,김현수
1005,2019-05-15 02:22:00,상품H,800.0,김승우
2779,2019-05-02 11:19:00,상품H,800.0,김원준
496,2019-06-20 18:31:00,상품H,800.0,김승주
1809,2019-07-10 12:18:00,상품H,800.0,김연호
493,2019-01-12 12:41:00,상품H,800.0,김범준
2543,2019-07-04 10:38:00,상품H,800.0,김하윤
993,2019-06-21 02:38:00,상품H,,김준희
2997,2019-07-14 12:56:00,상품H,,김승주
2541,2019-03-24 15:21:00,상품H,800.0,김승재
1092,2019-04-23 05:03:00,상품H,,정준기
2823,2019-05-27 18:24:00,상품H,800.0,김성준
566,2019-03-28 07:36:00,상품H,800.0,김민기
567,2019-04-12 06:15:00,상품H,800.0,김은혁
1114,2019-02-04 07:23:00,상품H,800.0,김우주
2968,2019-05-01 16:48:00,상품H,800.0,김우찬
1099,2019-07-03 16:16:00,상품H,800.0,김우현
1116,2019-07-13 20:55:00,상품H,800.0,김규현
919,2019-01-18 11:10:00,상품H,800.0,김하윤
2120,2019-01-06 03:45:00,상품H,800.0,김우영
1755,2019-03-16 01:46:00,상품H,800.0,김은우
2194,2019-02-10 22:15:00,상품H,,김주안
1477,2019-06-01 01:12:00,상품H,800.0,김민기
2576,2019-07-31 10:08:00,상품H,800.0,김승현
2560,2019-04-27 11:27:00,상품H,800.0,김태경
1952,2019-01-23 07:52:00,상품H,800.0,김민준
1191,2019-02-28 09:08:00,상품H,800.0,김승우
1963,2019-01-25 06:56:00,상품H,800.0,김준성
1930,2019-02-18 05:51:00,상품H,800.0,김수민
2774,2019-03-23 15:01:00,상품H,800.0,김지우
1896,2019-05-02 04:47:00,상품H,800.0,김하민
378,2019-04-26 02:58:00,상품H,800.0,김우찬
1868,2019-06-03 22:20:00,상품H,800.0,김도율
1866,2019-06-20 23:25:00,상품H,800.0,김동욱
1425,2019-03-01 16:07:00,상품H,800.0,김승민
533,2019-07-07 22:13:00,상품H,800.0,김시우
2335,2019-02-02 04:16:00,상품H,800.0,김서진
543,2019-03-12 17:57:00,상품H,800.0,김시환
949,2019-02-06 05:48:00,상품H,800.0,정우석
2187,2019-01-23 02:14:00,상품H,800.0,김승훈
1039,2019-01-16 08:26:00,상품H,800.0,김연호
1784,2019-02-13 09:00:00,상품H,800.0,김현석
520,2019-03-25 16:37:00,상품H,800.0,김도윤
111,2019-04-04 21:11:00,상품H,800.0,김민호
2223,2019-07-30 23:38:00,상품H,800.0,김지용
2579,2019-03-23 07:31:00,상품H,800.0,김상민
2798,2019-06-30 09:18:00,상품H,800.0,김영준
954,2019-05-19 01:37:00,상품H,800.0,김서준
2983,2019-05-09 00:44:00,상품H,800.0,김민준
2801,2019-04-27 11:58:00,상품I,900.0,김정훈
2373,2019-01-22 10:07:00,상품I,900.0,김승윤
2160,2019-01-12 07:59:00,상품I,,김수호
902,2019-07-15 21:28:00,상품I,900.0,김동현
2079,2019-05-10 20:49:00,상품I,900.0,김도율
765,2019-03-08 02:37:00,상품I,900.0,김승빈
2017,2019-04-24 18:49:00,상품I,900.0,김도영
2008,2019-01-27 04:05:00,상품I,900.0,김태우
2007,2019-01-02 09:57:00,상품I,900.0,김지호
2809,2019-06-12 21:15:00,상품I,,김준석
1015,2019-06-04 15:09:00,상품I,900.0,김민재
2914,2019-07-11 05:23:00,상품I,900.0,김준영
549,2019-07-03 21:50:00,상품I,900.0,김준형
17,2019-04-06 12:00:00,상품I,900.0,김상현
569,2019-07-25 15:42:00,상품I,,김도경
571,2019-03-07 04:37:00,상품I,900.0,김시율
2137,2019-03-16 04:47:00,상품I,900.0,김준호
399,2019-04-25 08:12:00,상품I,900.0,김준서
463,2019-05-29 00:50:00,상품I,900.0,김지민
1897,2019-02-16 08:41:00,상품I,900.0,김강현
609,2019-02-08 08:08:00,상품I,900.0,김수혁
882,2019-06-28 21:54:00,상품I,900.0,김유찬
638,2019-04-26 02:54:00,상품I,900.0,김상현
2937,2019-01-26 08:24:00,상품I,900.0,김수호
650,2019-03-28 16:47:00,상품I,900.0,정준기
553,2019-06-21 03:36:00,상품I,900.0,김은혁
2313,2019-02-13 04:32:00,상품I,900.0,김태인
2222,2019-07-06 17:35:00,상품I,900.0,김준성
2296,2019-07-11 06:43:00,상품I,900.0,김하율
1919,2019-02-04 06:10:00,상품I,900.0,김하람
756,2019-06-18 23:57:00,상품I,900.0,김태인
382,2019-01-30 18:53:00,상품I,900.0,김주영
1462,2019-05-14 12:56:00,상품I,900.0,김성우
110,2019-07-19 02:16:00,상품I,900.0,김재현
1827,2019-05-01 05:48:00,상품I,900.0,김은호
151,2019-01-05 04:10:00,상품I,,김우현
991,2019-05-17 13:47:00,상품I,900.0,김성현
995,2019-01-26 17:51:00,상품I,900.0,김시율
1812,2019-02-27 20:47:00,상품I,900.0,김재윤
108,2019-05-30 06:31:00,상품I,900.0,김지혁
1841,2019-07-05 13:25:00,상품I,900.0,김성훈
621,2019-05-02 12:25:00,상품I,900.0,김승찬
200,2019-06-17 19:05:00,상품I,900.0,김현승
134,2019-03-17 13:26:00,상품I,900.0,김태양
2282,2019-02-02 01:34:00,상품I,900.0,김가온
184,2019-04-02 05:54:00,상품I,900.0,김연호
122,2019-02-01 04:53:00,상품I,,김지용
1965,2019-03-29 05:27:00,상품I,900.0,김유찬
2901,2019-07-29 20:46:00,상품I,,김도경
2900,2019-07-24 07:57:00,상품I,900.0,김은호
2325,2019-01-19 19:19:00,상품I,900.0,김준후
792,2019-05-14 13:44:00,상품I,900.0,김준희
1987,2019-04-08 17:38:00,상품I,900.0,김하랑
688,2019-05-30 03:58:00,상품I,900.0,김윤성
774,2019-05-16 15:17:00,상품I,900.0,김하윤
1834,2019-07-12 03:00:00,상품I,900.0,김진우
